"The Mighty 'Mox: The 75th Anniversary History of the People, Stories, and Events That Made Kmox a Radio Giant",1864,1888698357,Sally Rains,Biology,Diamond Communications,2000
Stories for the Faithful Heart,1865,913367176,various authors,Biology,"Graham, Billy Evangelistic Association",2000
Book of African Names,1866,933121245,Osuntoki,Biology,Black Classic Press,1990
The Climb: Tragic Ambitions on Everest,1867,312168144,Anatoli Boukreev,Biology,St Martins Pr,1997
Sir Gawain and the Green Knight (Signet Classics (Paperback)),1868,451528182,Burton Raffel,Biology,Signet Book,2001
Waiting to Exhale,1869,671537458,Terry McMillan,Biology,Pocket,1995
Body Double,1870,786014741,Don Lassiter,Biology,Zebra Books,2002
Jimmy Stewart and His Poems,1871,517573822,Jimmy Stewart,Biology,Random House Inc,1997
A SOCIABLE GOD,1872,877732906,KEN WILBER,Biology,Shambhala,1984
The Vanished Man : A Lincoln Rhyme Novel (Lincoln Rhyme Novels (Paperback)),1873,743437810,Jeffery Deaver,Biology,Pocket Books,2004
Time Flies,1874,385240406,Bill Cosby,Biology,Bantam Dell Pub Group,1987
My side: The autobiography of Ruth Gordon,1875,60116188,Ruth Gordon,Biology,Harper &amp; Row,1976
The Habit of Being,1876,394742591,Flannery O'Connor,Biology,Random House Inc,1980
The Ultimate Hitchhiker's Guide,1877,517149257,Douglas Adams,Biology,Random House Value Publishing,1996
The Collected Stories of Isaac Bashevis Singer,1878,374517886,Isaac Bashevis Singer,Biology,Farrar Straus Giroux,1983
Nothingmas Day,1879,850315336,Adrian Mitchell,Biology,Random House (Merchandising),1986
Hush Little Babies : The True Story Of A Mother Who Murdered Her Own Children (St. Martin's True Crime Library),1880,312964854,Donald A. Davis,Biology,St. Martin's Paperbacks,1997
The Vanished Man : A Lincoln Rhyme Novel,1881,743222008,Jeffery Deaver,Biology,Simon &amp; Schuster,2003
GARDENS IN THE DUNES: A Novel,1882,684863324,Leslie Marmon Silko,Biology,Simon &amp; Schuster,2000
Sparks of Genius: The Thirteen Thinking Tools of the World's Most Creative People,1883,618127453,Robert S. Root-Bernstein,Biology,Mariner Books,2001
The world of PelÃ©,1884,884053660,Joe Marcus,Biology,Mason/Charter,1976
Irish Mist: A Nuala Anne McGrail Novel (Nuala Anne McGrail Novels (Paperback)),1885,812590236,Andrew M. Greeley,Biology,Forge,2000
Sullivan's Island: A Lowcountry Tale,1886,515127221,Dorothea Benton Frank,Biology,Jove Books,2000
Chromosome 6,1887,425161242,Robin Cook,Biology,Berkley Publishing Group,2000
Sleeping Murder (Miss Marple Mysteries (Paperback)),1888,451200993,Agatha Christie,Biology,New American Library,2000
Incidents in the Rue Laugier (Vintage Contemporaries),1889,679765123,Anita Brookner,Biology,Vintage Books USA,1997
Gettin' Merry,1890,312982194,Beverly Jenkins,Biology,St. Martin's Paperbacks,2002
Skull Session,1891,451195922,Daniel Hecht,Biology,Signet Book,1998
Point of Origin,1892,425169863,Patricia Daniels Cornwell,Biology,Berkley Publishing Group,1999
Rising Sun,1893,345380371,MICHAEL CRICHTON,Biology,Ballantine Books,1992
Black Friday,1894,446609323,James Patterson,Biology,Warner Vision,1989
Cradle and All,1895,316690619,James Patterson,Biology,Little Brown and Company,2000
1st to Die: A Novel,1896,446610038,James Patterson,Biology,Warner Vision,2002
Flight from Big Tangle (Orca Young Reader),1897,155143234X,Anita Daher,Biology,Orca Book Publishers,2003
"Arthur (The Pendragon Cycle, Book 3)",1898,891074759,Stephen R. Lawhead,Biology,Good News Pub,1989
Belgrave Square,1899,449222276,Anne Perry,Biology,Fawcett Books,1993
Siberian Light,1900,440224608,Robin A. White,Biology,Dell Publishing Company,1998
Cold Case,1901,451201558,Stephen White,Biology,Signet Book,2001
To Cut a Long Story Short,1902,61032077,Jeffrey Archer,Biology,HarperTorch,2001
Une Vie,1903,2253004243,Guy De Maupassant,Biology,Livre De Poche French,0
Flesh and Blood,1904,679459626,Jonathan Kellerman,Biology,Random House,2001
Darwinia,1905,812566629,Robert Charles Wilson,Biology,Tor Books,1999
A Thousand Plateaus: Capitalism and Schizophrenia,1906,816614024,Gilles Deleuze,Biology,University of Minnesota Press,1987
Der Wettermacher.,1907,3518390473,Peter Weber,Biology,Suhrkamp,1999
Intrige.,1908,340414578X,Thomas Gifford,Biology,LÃ?Â¼bbe,2001
Die Mambo Kings spielen Songs der Liebe. Roman.,1909,3596113350,Oscar Hijuelos,Biology,"Fischer (Tb.), Frankfurt",1992
Das verbotene Lied.,1910,3453189442,Taiping Shangdi,Biology,Heyne,2001
Quadrupelfuge.,1911,3462031252,Harald Schmidt,Biology,Kiepenheuer &amp; Witsch,2002
Legend,1912,671001701,Jude Deveraux,Biology,Pocket,1997
Mastering Linux Premium Edition,1913,782125557,Arman Danesh,Biology,Sybex Inc,1999
The Complete Hot &amp; Spicy Cookbook,1914,1555217532,Emma Callery,Biology,Book Sales,1991
Avatar,1915,843943769,Donald Beman,Biology,Leisure Books,1998
Kissed by Shadows (Get Connected Romances),1916,553583085,Jane Feather,Biology,Bantam Books,2003
"Guinness 2000 Book of Records: Millennium Edition (Guinness Book of Records, 2000)",1917,1892051001,Guinness Media Inc.,Biology,Guinness Records,1999
L Is for Lawless (Kinsey Millhone Mysteries),1918,805019375,Sue Grafton,Biology,Henry Holt &amp; Company,1995
Technomanifestos: Visions from the Information Revolutionaries,1919,1587991039,Adam Brate,Biology,Thomson Texere,2002
The Wicked Priest: An Allegory in Two Acts,1920,1587214768,Bob Levis,Biology,1stBooks Library,2000
Doctor Sax: Faust Part Three,1921,802130496,Jack Kerouac,Biology,Grove Press,1988
Dorien's Diary: My Intimate Confessions,1922,1857931467,Maurice Gran,Biology,Chrysalis Books,1993
Fg on Our Immigrant Ance,1923,380717085,J Smith,Biology,Avon,1992
Fg Cooks 3 Ancient Cuis,1924,380712172,J Smith,Biology,Avon,1991
Fg Cooks American,1925,380706725,J Smith,Biology,Avon,1990
The Gift of Motherhood : 10 Truths for Every Mother,1926,767904281,CHERIE CARTER-SCOTT,Biology,Broadway,2002
"Chicken Soup for the Parent's Soul : 101 Stories of Loving, Learning and Parenting (Chicken Soup for the Soul (Paper))",1927,1558747478,Mark Victor Hansen,Biology,Health Communications,2000
"CHILD IS BORN, A",1928,440512158,LENNART NILSSON,Biology,Dell,1986
Business in Action,1929,130179620,Courtland L. Bovee,Biology,Prentice Hall,2001
"Stimulus Factor, The",1930,273649949,David Freemantle,Biology,Financial Times/Prentice Hall,2000
Leading Corporate Citizens,1931,72453907,Sandra  Waddock,Biology,McGraw-Hill/Irwin,2001
Managing Technology and Innovation for Competitive Advantage,1932,130305065,V.K. Narayanan,Biology,Pearson Education,2000
Strategic Renewal: Becoming a High-Performance Organization,1933,130219193,Michael Mische,Biology,Prentice Hall,2000
The Unofficial Guide to Having a Baby,1934,28626958,Ann Douglas,Biology,John Wiley &amp; Sons,1999
"Big Little Book of Irish Wit &amp; Wisdom: Six Volumes in One : Irish Blessings, Irish Toasts, Irish Proverbs, Irish Riddles, Irish Laws, Irish Wisdom",1935,1884822738,Fergus Kelly,Biology,Black Dog &amp; Leventhal Publishers,1997
Cider with Rosie,1936,140272941,Laurie Lee,Biology,Penguin Books Ltd,1998
The Fight: Norman Mailer,1937,375700382,Norman Mailer,Biology,Vintage Books USA,1997
253,1938,6550789,Geoff Ryman,Biology,Flamingo,0
Brighton Rock,1939,140004424,Graham Greene,Biology,Penguin Books Ltd,1970
Irene's Last Waltz,1940,812517032,Carole Nelson Douglas,Biology,Tor Books (Mm),1994
Into Thin Air : A Personal Account of the Mt. Everest Disaster,1941,385492081,JON KRAKAUER,Biology,Anchor,1998
The Phantom of the Opera (Signet Classics (Paperback)),1942,451524829,Gaston Leroux,Biology,Signet Classics,1990
The Japanese Cult of Tranquillity,1943,877287384,Karlfried Durckheim,Biology,Weiser Books,1992
The Way We Never Were: American Families and the Nostalgia Trap,1944,465090974,Stephanie Coontz,Biology,Basic Books,2000
Feel Good Naked,1945,1931412677,Laure Redmond,Biology,Fair Winds Press,2001
Secret History,1946,670848549,Donna Tartt,Biology,Penguin Putnam~childrens Hc,0
CRUDDY : An Illustrated Novel,1947,684829746,Lynda Barry,Biology,Simon &amp; Schuster,1999
Hocus Pocus,1948,425130215,Kurt Vonnegut,Biology,Berkley Publishing Group,1991
Un Milagro Informal,1949,8420444782,Fernando Iwasaki Cauti,Biology,"Alfaguara Ediciones, S.A. (Spain)",2003
Sangre a Borbotones (Coleccion Nueva Biblioteca),1950,8489618844,Rafael Reig,Biology,Ediciones Lengua de Trapo,2002
Skinwalkers (Joe Leaphorn/Jim Chee Novels),1951,61000175,Tony Hillerman,Biology,HarperTorch,1990
Sis Boom Bah,1952,312971362,Jane Heller,Biology,St. Martin's Press,2000
Switcheroo : A Novel,1953,61097659,Olivia Goldsmith,Biology,HarperTorch,1999
Hill Towns,1954,006017935X,Anne Rivers Siddons,Biology,Harpercollins,1993
Snow Falling on Cedars,1955,067976402X,David Guterson,Biology,Vintage Books USA,1995
Life's Little Instruction Book; Volume II,1956,1558532161,H. Jackson Brown,Biology,Thomas Nelson Inc,1993
"Les fantomes, ca n' existe pas. (Lernmaterialien)",1957,3125918103,Laurent Jouvet,Biology,Klett,1996
The Hanged Man,1958,64408329,Francesca Lia Block,Biology,HarperTrophy,1999
Everything's Eventual : 14 Dark Tales,1959,743457358,Stephen King,Biology,Pocket,2002
He Sees You When You're Sleeping : A Novel,1960,743456866,Carol Higgins Clark,Biology,Pocket,2002
Lost Girls,1961,440235464,Andrew Pyper,Biology,Dell Publishing Company,2001
Dr. Atkins' Age-Defying Diet Revolution,1962,312251890,Robert Atkins,Biology,St Martins Pr,1999
Peeling the Onion (Laurel Leaf Books),1963,440227739,Wendy Orr,Biology,Laurel-Leaf Books,1999
A Cup of Tea (Ballantine Reader's Circle),1964,345425707,Amy Ephron,Biology,Ballantine Books,1998
Ender's Game (Ender Wiggins Saga (Paperback)),1965,765342294,Orson Scott Card,Biology,Starscape Books,2002
Leaving Home,1966,451821971,Garrison Keillor,Biology,New Amer Library,1988
The Passion of Artemisia,1967,670894494,Susan Vreeland,Biology,Viking Books,2002
Tommy's Tale: A Novel,1968,60394447,Alan Cumming,Biology,Regan Books,2002
The Mad Dog 100 : The Greatest Sports Arguments of All Time,1969,385508980,Christopher Russo,Biology,Doubleday,2003
A Venetian Affair,1970,037541181X,ANDREA DI ROBILANT,Biology,Knopf,2003
As the Romans Do: An American Family's Italian Odyssey,1971,006093395X,Alan Epstein,Biology,Perennial,2001
The Anatomist,1972,385491328,Federico Andahazi,Biology,Bantam Dell Pub Group,1998
The Skies of Pern,1973,345434692,Anne McCaffrey,Biology,Del Rey Books,2002
Dragondrums,1974,553131893,Anne McCaffrey,Biology,Bantam Books,1980
Instances of the Number 3,1975,374177023,Salley Vickers,Biology,"Farrar, Straus and Giroux",2002
Beethoven's Hair : An Extraordinary Historical Odyssey and a Scientific Mystery Solved,1976,076790351X,RUSSELL MARTIN,Biology,Broadway,2001
Fortune Is a River : Leonardo Da Vinci and Niccolo Machiavelli's Magnificent Dream to Change the Course of Florentine History,1977,452280907,Roger D. Masters,Biology,Plume Books,1999
Here on Earth,1978,425167313,Alice Hoffman,Biology,Berkley Publishing Group,1998
Rhoda : A Life in Stories Tag: Winner of the National Book Award for Fiction,1979,316314641,Ellen Gilchrist,Biology,Back Bay Books,1995
The Lost World,1980,034540288X,Michael Crichton,Biology,Ballantine Books,1996
"Resist or Serve (The Official Guide to the X-Files, Vol. 4)",1981,61073091,Andy Meisler,Biology,Perennial Currents,1999
Summerland,1982,786808772,Michael Chabon,Biology,Miramax Kids,2002
Dragonsong,1983,553234609,Anne McCaffrey,Biology,Bantam Books,1977
Dragonsinger (Harper Hall Trilogy),1984,553258540,Anne McCaffrey,Biology,Bantam Books,1989
Brunelleschi's Dome: How a Renaissance Genius Reinvented Architecture,1985,802713661,Ross King,Biology,Penguin Books,2000
The Giver (Readers Circle),1986,440237688,LOIS LOWRY,Biology,Laurel Leaf,2002
D. W.'S Color Book,1987,679884394,MARC BROWN,Biology,Random House Books for Young Readers,1997
The Writers Complete Fantasy Reference: An Indispensable Compendium of Myth and Magic,1988,1582970262,Writer's Digest Books,Biology,Writer's Digest Books,2000
Photoshop 3 for Macintosh (Visual Quickstart Guide),1989,1566091446,Elaine Weinmann,Biology,Peachpit Press,1995
Starfire (Bantam Spectra),1990,553577395,Charles Sheffield,Biology,Spectra Books,2000
BORDERS OF INFINITY,1991,671698419,Lois McMaster Bujold,Biology,Baen,1989
An Instance of the Fingerpost,1992,425167720,Iain Pears,Biology,Berkley Publishing Group,1999
"Washington's Dirigible (Timeline Wars/John Barnes, No 2)",1993,006105660X,John Barnes,Biology,Harpercollins,1997
"The Shelters of Stone (Earth's Children Series, No 5)",1994,609610597,JEAN M. AUEL,Biology,Crown,2002
Absolute Power,1995,446519960,David Baldacci,Biology,Warner Books,1996
Reversible Errors: A Novel,1996,374281602,Scott Turow,Biology,Farrar Straus Giroux,2002
Finding the Right Place at the Right Time; Everything You Need to Know About Retirement Housing,1997,140251839,Joan Cleveland,Biology,Penguin Books,1996
Inside Corporate America: A Guide for African Americans,1998,399519831,"Wilson, III Simmons",Biology,Perigee Books,1996
California Rush: A Novel,1999,425159795,Sherwood Kiraly,Biology,Berkley Publishing Group,1997
A Boy Named Phyllis: A Suburban Memoir,2000,140255370,Frank Decaro,Biology,Penguin Books,1997
The Icarus Agenda,2001,394543971,Robert Ludlum,Biology,Random House Value Pub,1988
The Man Who Mistook His Wife for a Hat: And Other Clinical Tales,2002,60970790,Oliver Sacks,Biology,Harpercollins,1987
A Room of One's Own,2003,156787334,Virginia Woolf,Biology,Harcourt,1989
The Clue of the Velvet Mask (Nancy Drew (Hardcover)),2004,448095300,Carolyn Keene,Biology,Grosset &amp; Dunlap,1953
Pokemon Tales : Where's Clefairy's Voice? (Pokemon Tales),2005,1569314195,Junko Wada,Biology,VIZ LLC,1999
Inanna,2006,60908548,Diane Wolkstein,Biology,Perennial,1983
Frommer's 96 Frugal Traveler's Guides: Europe from $50 a Day (Serial),2007,28606353,Alice Garrard,Biology,John Wiley &amp; Sons,1995
White Oleander : A Novel,2008,316182540,Janet Fitch,Biology,"Little, Brown",2001
Emmanuel's Book: A Manual for Living Comfortably in the Cosmos,2009,553343874,Pat Rodegast,Biology,Bantam,1987
The Mammoth Book of Ghost Stories,2010,881845906,Richard Dalby,Biology,Pub Group West,1990
Midnight Blue,2011,446355224,Dorothy Garlock,Biology,Warner Books,1989
Wild Thorn,2012,61030953,William Hoffman,Biology,Avon Books,2003
A Supposedly Fun Thing I'll Never Do Again : Essays and Arguments Tag: Author of Infinite Jest,2013,316919896,David Foster Wallace,Biology,"Little, Brown",1997
Private Eyes (Alex Delaware Novels (Paperback)),2014,553299506,Jonathan Kellerman,Biology,Bantam Books,1992
City of Bones,2015,446611611,Michael Connelly,Biology,Warner Books,2003
Lucky You,2016,446604658,Carl Hiaasen,Biology,Warner Vision,1998
CAT'S EYE,2017,553282476,MARGARET ATWOOD,Biology,Bantam,1989
The Handmaid's Tale,2018,449212602,Margaret Atwood,Biology,Fawcett Books,1989
The Girl Who Loved Tom Gordon : A Novel,2019,684867621,Stephen King,Biology,Scribner,1999
Blood Test,2020,451147375,Jonathan Kellerman,Biology,Signet Book,1987
The Murder Book,2021,345413903,Jonathan Kellerman,Biology,Ballantine Books,2003
When the Bough Breaks,2022,451178033,Jonathan Kellerman,Biology,Signet Book,1993
Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper)),2023,590634275,Dav Pilkey,Biology,Scholastic,1999
Falling Towards England,2024,330294377,Clive James,Biology,Pan Books Ltd,0
Absolute Zero,2025,61031569,Chuck Logan,Biology,HarperTorch,2003
Das Parfum: Die Geschichte Eines Morders,2026,3257228007,Patrick Suskind,Biology,Distribooks Inc,1994
Body of Lies,2027,553582143,IRIS JOHANSEN,Biology,Bantam,2003
"Every Breath You Take : A True Story of Obsession, Revenge, and Murder",2028,743202961,Ann Rule,Biology,Free Press,2001
Amazonia,2029,60002492,James Rollins,Biology,Avon Books,2003
Acid Row,2030,399148620,Minette Walters,Biology,Putnam Publishing Group,2002
A Density of Souls,2031,786866462,Christopher Rice,Biology,Miramax,2000
Standing in the Rainbow : A Novel,2032,679426159,FANNIE FLAGG,Biology,Random House,2002
Raven (Orphans),2033,671020315,V.C. Andrews,Biology,Pocket,1998
White Oleander : A Novel,2034,316569321,Janet Fitch,Biology,"Little, Brown",1999
EVERYTHING SHE EVER WANTED,2035,067169071X,Ann Rule,Biology,Pocket,1993
The Sound and the Fury (Vintage International),2036,679732241,WILLIAM FAULKNER,Biology,Vintage,1991
Manitous Daughter Indian Heritage 1,2037,451117670,Joseph Lederer,Biology,Penguin Putnam~mass,0
Born of the Sun,2038,451402251,Joan Wolf,Biology,New Amer Library,1991
A Cold Day for Murder,2039,042513301X,Dana Stabenow,Biology,Berkley Publishing Group,1992
The White Puma,2040,1558175326,R.D. Lawrence,Biology,Pinnacle Books,1991
Trust Me,2041,449214982,John Updike,Biology,Fawcett Books,1990
The Cat Who Could Read Backwards,2042,515090174,Lilian Jackson Braun,Biology,Jove Books,1994
The Cat Who Knew Shakespeare,2043,515095826,Lilian Jackson Braun,Biology,Jove Books,1988
The Cat Who Wasn't There,2044,515111279,Lilian Jackson Braun,Biology,Jove Books,1994
A Caribbean Mystery,2045,671555235,Agatha Christie,Biology,Pocket,1984
God-Shaped Hole,2046,1570719586,Tiffanie DeBartolo,Biology,Sourcebooks Landmark,2002
Afrikanisches Fieber. Erfahrungen aus vierzig Jahren.,2047,3492232981,Ryszard Kapuscinski,Biology,Piper,2001
Sympathy for the Devil,2048,553580876,Kent Anderson,Biology,Bantam Books,2000
Alias Grace,2049,385475713,Margaret Atwood,Biology,Nan A. Talese,1996
Third Eye,2050,345290232,Rampa Lobsang,Biology,Not Avail,1980
Criminal Intent,2051,345441753,WILLIAM BERNHARDT,Biology,Fawcett,2003
Exiles Trilogy From Earth,2052,425045250,Ben Bova,Biology,Penguin Putnam~mass,1980
HABIBI,2053,689825234,Naomi Shihab Nye,Biology,Simon Pulse,1999
Ishmael: An Adventure of the Mind and Spirit,2054,553375407,Daniel Quinn,Biology,Bantam,1995
